order_id,products
3114130,13176 45504
1366488,42637 47209 28309 18615 30391 41842 30024 42719 21137 5428 8309 38293 40001 21497 311 45106 14462 49192 27086 42265 16185 40593 15290 24852
2698413,None
3376261,13176 43122 36772 14161 26497 27845 27086 27156 22228 32139 28934 5648 43352 38988 162 6104
2436121,13176 27845 11520 47626
597882,47626 14947 45066 48679 42944 40761 4920 8053 47766 8490 44422 45106 5134 36865 47912
3053930,32655 47626 14702 24852 35221 19376
676124,5450 22594 12916 7808 33209 41339 7067 21230 24852
355597,35951 24852 37646 30391 21137 42265 22935 39180 43713 18027 11520 20995 38313 39578 36735 28204 45633 6317 22035 22963 27573 2452 27845 43249 40311 4799 21019
3057614,37067 7559 8736 11576 24810 2344 36717 33125 47209 41844 19057 30494 9339 13176 21137 14947 43295 43504 44359 11961 18340 25513 5785 9515 21903 10814 45633 45603 3957 41458
826630,30353
665105,None
798018,17122 24852 16797
1611628,11520 47209 22963
2370567,27845 14947 14462 21903 459 21616 4799 42265 12545 34969 5025
2278039,22782 5077 757 12086 1170 937 44245 44632 22476 45149 34690 6789 40009 49683 30425 25706 18019 44843 15290 41183 32747 10957 20156 33819 37940 38747 12986 6201 44410 7419 7806 40285 47256 20955 39844 16704 1541 35752
821355,38993 5077 35948
2790643,19678 22935 4962 22035 39928 21137 45007 37718 48679 5077 10798 13176 19894 4927 47209 35921 8277
2935253,39190 35595
2570549,None
1861908,21903 33956 35561 39275
2177059,31640 31635 8736 24852 16398 18606 45603 48559 35121 25472 14366 18828 49235
81376,41290 2038
2501327,21709 20119 22963 24852 33540 15950 16083 24195 47912 25753 28204 7485 20995 14678 162 26790 47209 651 8021 13176 9598 7781 28199 24024 34262 35221 4793
793432,49235
3042083,8518 24852 21137 31915
891985,27086 35108 36968 34126 260 47626 16797 28842 47766 17553 26209 21903 2770 22935 21137 329 41842 28373 2966 19678 24852 11499 46906 44359
1608807,38490 18389
2798183,17316 47877 44056 9387 35921
2611588,30391 27966
3367794,24269 5086 21137 10315
2980222,26604 31444 8174 17948 8021 33590 46252 25506 14642 20178 13176 30489 37646 17721 22825 17526 27966
2531259,7156 35221 24852 30489 43086 11422 6774
1477286,12253 36118 31808 43961
3279046,11440 27966 3896 21137 48647
1002112,9076 16797 27845 4920 5025 19508 436 42265 4605 7156 1158 47766 24852 25890
81801,41276 12640 196
2575992,40939 21137 39275 41787 13176 8571
128718,22935 43858 21903 8012 19660 13176 39001 3390 45007 30391 36070 26369 22825 16291 13310
310183,None
1654255,28985 5876 27966 35431 29752 31717 47209 39877 13176 35140
769491,47209 35188 13176 26790 30489 31640 19503 21137 37754 27548 4809 3896
1783940,11365 38768 35269 30450
306982,24852 35321 32549 15317 9124 26981 45066 36865 15905 18465 34969
1430671,49026 20118 13176 35951 45223
2657328,27086 35121
2565801,27086 21903 34 24253 35417 22164 24852 40001 21137 24838 19348 2581 3819 25013 21709 44632 35221 47626
501859,47626 46229 41220 7781 27730 35213 30776 31915 44359 43662 13263 24852 19057 5785 47209 39877 37646 49235 30391 6873 7715
3123060,21137 25513 28535
334723,48144 28299 34969 37766 15860 4006 21351 44142 19095 47916 48440 29104 34862 20955 22762 18019 36076 31769 38189 30696 8732 945 19173 39408 44042 25637 35921 42936 16797 287 30958 33754
1191029,37940 48004 38996 28204 264 10749 35628 5547 27845 33198
631637,12652 48370 1204 13866
687954,47823 26346 35221 21616 27156 20127 9825 13083 13031 44359 33120 23543 34658 45197 20670 22935 19204 24985 42768 16759
584702,34254 1194 48041 25896
2306543,17671
1165731,41539 17615 26221
1346940,19057 13176 45007 47734 48364 21903
114089,24235 27521 8277 8424 2295 41177 38533 34969 24852 25256 19251 21903 31342 14462 16797 27845 35108 43295
1286511,38768 5068 42803 5258 21769
2297942,24024 24852 21137 27845 21077 16797
2436412,21903 19508 47766 6948 41658 13176 15767 43352 17948 31915 25647 9839 46667
3316526,38966 14947 47626 38293 21616 16083 47766 19660 24852 44632 21137
2957618,10749 45007 18923 5785 11182 21137 4138 1999 32655 13176 17225 47209
2465416,27531 17794 24184 1938 2361 11698 4605
2168878,13176 27845 43352 8048 21903
3291490,24852 1194 30726 21137 46979 21616
1020925,None
3037162,47766 21137 16083 33787 36117 35408 46906 21903
483130,27413 43961 24852 36058 37836 2390 24884 25837 13176 37449 32303 26209 21386 23734 1643 46654
2321862,44042 48556 41582 4734 22123
540281,27845 19446 5077 21903 35221 43504 41950 27104 27344 15700 40146 5876 34969 34217 4989 23282 47209 35503 43961 18811 17553 37947 13176 41165 8277 22935 26209 39619 17794 42585 37658 40706 9138 42828 12872 8758 7398 39924 29623 15399
1025133,44632 46584 27104 21137 24852 11737 432 1103 38689 14702
2342117,25890 24852 26351 25513 19966 39190 47209
2898084,None
1492616,4421 7559 18272 15613 38777 5212 25330 1215 45437 21137 47209 39448
1558827,49235 24852 44142 34969 11598 14999 28427 13176 10851 16920 27464 34024 3957
2452657,37646 23650 14992 47626 26165 47766 18027 11182 24852
1893332,4945 21903 8424 47766
2440258,19660
2839274,34050 41019 37860 5077 29487 24852 10580 39408
2198504,21137 8174 45007 27845 14678 13176
36564,16617 10753 44632 21137 24852 30391
567906,None
3214169,16911 44987 48523 29926 16676
3000822,11461 48808
1330860,14126 40723 24852 2982
218626,33081
827625,39166 21137 4790 48835 27845 14141 41588 13394
2622265,45066 27315 35688 5550 7649 21137 37029 6104 31441 8006 9159 27845 2716 12980
1753072,4920 46439 26698 45066 39698 36058 42352 44536 42078 49054 24852 19508
170871,7715 45167 17794 37995 34497 27744 38164 28476 5479
2312737,24852 14947 22035 43662 33754 13176 47766
2957053,27344 29506 21614 28008 26317 47169 31315 33754 22825
2172783,47766 1896 24852 19820 22035
1306731,16283 21903 10326 39275 30450
1194193,35951 38689 6347 13176 3952
2579351,48626 16486 10957 49198 47141 2966 2913 41844
2591724,29646
292780,39928 4799 18370 5077 21137 47630 47209 46979 24852 29487
2315437,27845 24852 49191 49235
1337515,46990 25767 22451 42265 45066 34993 45633 42828 35628 43352 28204 26790 38273 43643 24852 49683 47209 10899 5077 23879 11512 25146 17949 9825 3631 34969 21903 39475 31343 18465 43086 31433 38618 17706 18564 4799 18370 21614 21137 48802 7649 5959 40545
430320,27966 40706 47626 21137 36011 24852 14652 49520 47766 5360 33248 5212 27104
1135125,5450 45007 16797 24184 21405 24964 49175 42701 37524 21616 32655 9092 27086 34137 17985 39408 13870 18908 41787 24852 17794 34358 26187 33100 21267 12341 21903 31714
101933,5876 42557 40706 20009 41950 48679 47209 13176 30391 10749 31717 41665 6347
1717384,17279
829441,20995 12341 5388 22900 9076
2487221,1379 21709 6750 8424
2130746,28176 41148 26172 34594 49325 14992 8380 26604 48205 6265 37145 23082 4920 14372 33357 25830 2144 4347 17559 16797 40338 48527 11815 24852 19604 31404 9076 27360 35762 22882 48916 22952
42810,41774 10753
122784,11520 27744 14947 3819
72140,31981 8475
3381845,36606 19068 34243 4658 8193
1621415,45007 7707 40545 34126 21903 42699 40268 24852 4853 31717 12036 47875 19678 28985 8230 44359 24838 7503 35003 4799 33294 22935 42557 34243 24964 5876 36389 39877
2949602,35914 38689 48679 21903 35951 24852 33754 19057 21137
3342037,24852 1940
1567297,37776
1072422,40706
109508,24852 27705 14992 34969 22142 21903 22825 28204 7963 10749 11448 40063 22888 17794 13176 19057 40001 16168 19821 27554 45393 17706 15803 28601
776187,None
1494816,41787 47820 31553 32446 24852 20345 24235 46462 47626 5025 42736
2336321,24852 13176 14852 39275 46811 38400 36287 10749 2103
991529,32655 21616 1463 19677
1955391,None
2435380,40723 24852 27845 5212
1522231,47658 47866 24964 36149
1250981,13083
1342462,31737 19894 21903 30411 32935 18531 9515 37158 47209 13176 10667 21405 25659 27086 7963 6347
165240,43394
1755731,45005 28204 49235 19734 5450 32102 44292 14111 22105 9411 24852 5077 43295 7295 37449
678865,24852 20794
1365101,3835 24852 40545 13176 21616 30489 3628
97645,45009 29939 26165 23288
3041183,31136 15424 18104 12212 1700 21815 31829 32019 44801 12894
3208927,17794 47766 47890
1375070,47141
3129557,4605 33222 10479 14897 45761 21709
2508164,13245 29801 36724 33198 8859
1432131,5818 34064
3065901,36011 36818
1151776,27086 35147 12276 35221 38249 47144 20423
2915836,None
3287162,29104
953971,None
2331801,47626 2150 33000 33198 44292
1489501,47766 47626 27966 40001 26128 24852 43295 21903 5438
2558125,27086 22559 22959 44008
3228198,39275 13712 9862 8518 26209 5161 13176 6631 19057 43295 17461 27845 21137 9839 47209
744939,19660 4920 33000
801339,196 22802 38440
2763798,15290 19003 23341 47766 25544 30062 20929 13147 37145 47626 23909
3219627,27845 37646 47885 39275 28465 8309 43122 21137 47766 24852 27966 47144 25931
1440395,43504 33373
1737477,None
38949,16797 35221 6195 6052 47611 35762 47818
108396,47766 651 8277 42265 30252 40198 24852 18272 27966 46886 28342 6187 21872 5907 45633 24654 21009 30391 21137 39275
1217075,45562 25876 13176 23374 22640 9779 49241 23650 29447 9339 4957 9124 30233 22035 10343
2404770,21137 28204 41950 47209 1158 16254 25197 27086 3952 45066 32689 49185 48720 5547 17794 45633 27509 13176 14778 36178 41787 14881 9881 29686 30561 43961 4605 27057 18687 40078 49236 27344
683364,9839 33768 2855
1584159,24964 45007 31724 22114 14150 49235 43504 48340 23765 31506 30774 22935 45204 5383 38671 34126 12797
2907726,21616 27086 9839 24852 47766 21497 12872
25427,16759 47209 26028 8277 27344 46969 30489 27966 19448 15399 13176 31092 3321 44632 1240 9421 32285 23060
2776066,21903
3186733,35628 5450 45 12204 42244 29926 20995 46906 42265 41950 28204 30382 24852 14084 11520 18362 35914 22963 32553 26278 18079 8518 37192 45007 31640 47521
2213721,None
1796356,4210
1524388,28985 5451 47144 2014 47766 22935 49683 25890 16797 34969 21616 24964 21903 33120
1899021,21137 37067 21903 14947 13176 45007 45210 47209 27966 2825 36550
135146,43961 34262 9058 43295
3407127,8277 5876 17579 6740 12941 46692 25949 13176 39877 19057 43643 20842 23044 14233 22035 34448 38293 19611 7916 40706 30391 13560 47209 37646 8555 10749 41842 1896 49114 22825 16773 21914 35221 11707 3599 46820 26165 23579 42265 48679 43122 17461 18027 32665 24561 35921 38689 9036
1091653,44085 5077
1462771,20940 15200 21903
226443,5460 45607 30274 33452 34909 24852 41120 25476 40910 10279 5240 31683 19122 11281 16826 33772 35181 32691 23909 24064 10957 36064 37654 9623 20463 38433 27077 9533 14399 20955 48015 43967
1836364,39589 42445 329 37646 17794 30024 19820 21096 36070
3036859,4920 29370 26940 43768 1244 13176 45681 37687 21938 20995 30391 10749 45063 17704 45007 8518 46667 41065 13966 13629 42265 40706 23288
2397923,19894 24852 21137
2038666,29307 27966 11182 5782 24852 15070 7898
716319,28204 24852 45603 47626
945751,22935 19006 13176 41220 48679 20015 44632 46820 47209 11576 21903 40706 1158 28601 32689 19678 10749
408961,47766 24852 4317 26497 47626 34969
1746553,5535 31018 33198 32751 3244 16965 38139 7512 27845 35956
1721579,6182
3251648,31651 12341 13176 16797 32689 33147 41787
2580384,4756 15613 47766
1541696,30875 29487
2984490,37687 39619 28985 42768 9138 39408 47626 26209 21137 37335 26604 13176 27845 37524 30720 38293 25890
1111788,4962 37718 38544 31526 32402 21230 11352 16927 11520 26194
627496,22825 13176 8277 23430 14437 33787 14870 4210 32747 21607 42536 25133 32052 44632 35221 20119 19677 36929 10070 24954 18523 33754 11925 43122 37646 27086 5785 49039
2181604,10673 31883 24852 5918 19348 5025 6377 26346 16185 9076 44089
562548,4605 47766 27966 22227
357169,None
1945499,12341
2812364,4605 45007 21301 2425 23418 24142 44085 24852 46239 35989 32734 10957 48290
3137100,9595 40310 37158 21137 19982 28204 30489 15736 16617
2255008,22935 17794 45066 13176 26209
3410393,4605 27663 17484 17461 24852 44008 24024 21616
2960654,8277 26209 28849 47626 44449 8021 26165 21903 47766 24852 14947 30122 27521 28066
2708645,24954 44422 41720 34126 2806 24964 13176 13772 20734 1516 22825 27104 27966 38383 17794 1559 49683 8277 21616 36011 21405 47209 1695 6000 11520 20842
2871460,10132 17600 27845 24235 21137 10761 27966 17652 45066 45007 5212 29307 8424 47209 17807 22963
1328619,48183 907 49235
1729593,24852 6287 30776 45603 39275 5640 45763 26312
3392574,37067 21543 34243 2748 21903 25466 46979 42265 48679 35652 49332 30169 8424 47626 24964 4605
2230081,None
1799532,43352 9076 8153 32566 26604
3411492,None
2168340,22474 5876 13176 39475 19677 48270 37464 13263 24799 8309 9162 24838 11448 36865 39877
2785524,34063 43183 39581 32854 4210 24852 222 30696 47766
754982,28934 18027 33120
500264,196 9829 23909
2055113,30774 35163 8277 8309 28465 5134 23765 43192 30391 8347 8424 13176 32864 39303 27086 21903 20670 34050 22035 7963 47209
817618,5612 27086 26346 9138 13176 49235
1765857,13176 42265 47626 37646 47209
1427138,23543 45066 13176 32740 44471 3962 44275 42612
1046017,46616 29077 13176
424695,19057 5612 47329 26209 47626 40394 24701 7156 5653 26604 45066 27966 39408 9076 10409
35068,877 27086
3287447,39877 43352 40174 31394 24852 48726 10761 49451 46906 31288 6532 41290 35221 24224 21083 46990 42265
2434402,35921 27592 45066 16797 5112
2332454,19678 3479 32553 42562 29993 19057 12029 22935 27521 27966 9366 21137 30709 35914 38889 24852 30909
348216,16797 48183 3298 20738 26709 23909 5077 13159 24852
3399308,24852 23178 39408 45066 47626 23322
33006,17526 24852 13176 20082 30571 28204 35951 40268 44201 27845 47766 27578
2957920,19370 6980 137 22220 36869 11961
459886,13176 49224 22935 27521 48720 5876 39097 47209 45007 19057
3019922,4210 16185 47766 24852 27845 6104 30489 40706 44698 38383 20632 34126 24561
3168665,24852
495853,39194 48186 44103 13176 33055 3952 41290 7806 27966 22935 1463 10761
2732712,26209 24964 28849 38827 14992 27913 31717 21903 27344 48679 32740 3397 9808 39928 16797 13660 17191 47209 20082 25919 44570 22035 12576 8518 41920 29987 22883 37718 25904 13176 42342
1015206,49235 16797 28560 24852 33234 4605 32689 27845 34234 13203 39275 28593 37449 48183
355609,24852 33484
2903866,13176 12193 35321 4793 30830 39094 47209 44560 49235
2037257,46931 25588 21288 13176
2248569,14715
821636,21903 21137 19048 14678
1097810,34126 40706 30827 14129 4605 47626 24964 47766 42342 33120 36640
275502,26209 5539 47388 43621 15950 45875 432 47209 20034 29627 1158 19921
1840221,16797 9076 43295
313854,18610 10957
2185087,6184 12341 3298 196 43154 46149 45051 13176 38928
2228421,13176 6184 38928 43352 21288
1162978,47766 8424 14897 1940 5535 42460 10279 15666 15134 16419 26165 27283
146880,24852 13176 31720 23203
1695019,1559
2899910,5450 45066 10070 7675 37543 24852
3003403,None
1697046,24852 11869 44799 35914 21330 41116
565070,37646 26553 18465 47766 36493 27845 24852 38689
356787,11759 32403
1813792,47766 4605 47626 23204 26209 11252 33368 35221 14952 10673
489462,47209 24852 47144 41597
2746785,30391 29270 27531 43394 27845
206602,46979 49628 1511 38003 13176
3339793,27242 20114 19348 196 42153 43879 48183 29487
3113492,8571 13176 18023 43352 16797 19691
1009742,29672 9444 16759 24852 11710 14992 20114 10895 24838 4799 33000 28199 23165 34126 21137 22959 48186 8424 41972 5479 8193 8277 47626 26209 15290 47209 29926 19508 12614 21616 10246 24964 48679 46667 34551 36724 2966 41757
193185,43961 6046 49683 47766 41950 42536 21903 28204 24852 10017 4605 46676
2050983,24852 14632 48270
2236690,35523 47185 47766 31717 13176 19128 23339 26209 13516 31683 16759 19805 5460 1313 27966 23734 40727 34358 45 48131 48370 8242 38802 45905 38563 38750 20824 28990 44987 16920 4289 21849 14881 10957 48395 10116 47626 16611
2598490,37067
303360,13176 38293 8518 4799 2344 45007 21137 24838 46990 18465 44359 39275 24964 21927 34969 19894 47209 36675 49235 2263 25301 37417 14778 24852 8424 43352 26177
324433,23909 31981
2045453,30489 13740 14633 40706 13249 7559 1376 8193 32691 39509 27156 27845 12276 6489 30252 38689 37646 17600 20574 20327
2782380,32331 47766 36099 37553 45 16920 7026
340258,31720
178138,5077 43713 13292 39408 24489 36011 9076
1579737,13176 1695 12545 24841 33787 40571 5959 4957 17706 21137
354095,40742
1926586,4210 14183
1330575,210 4793 37646 19065 12745 11499 21903 12914
3350033,260 49235
117678,16797 26209 40376 24852 45071 10478 12794 21293 44475 41225 4610 37250 32689 30503 9076 24024 116 24713 17600 47779 36360 20955 39280 22093 34063 11463 12218
2510744,45603 47209 24838 45437 30391 10291 35842 25472
1902994,47144 13554 5450 43961 24852 13176 11440 17630 47616 18465 22124 43249 25197 37646 21227
2120162,47654 1181 29487 581 23888 5450 45622 49591 39887 49143 13332 37354 4854 20674 43106 48004 40232 38200 23909 37250 10547 30597 18019
3405731,44479 28597 18070 16185 27000 11520 8277 44987 16797 2078
3268184,45007 22935 13176 41177 22035 27845 8174 18418 10768 37276 47209 21267 1804 19677 27156 28928 7412 43122
1051944,13176 21910 6361 28437 42828 33731 40941 5258 33572 1890 48186 42803 7948 26165
479137,12341 21137 16283 44580
2210464,34429 47766 11512 22220 38164 13176 48722 18362
2184093,12901 32570 24427 15028 23909
1141808,23296 49235 33007 23085 24881 39270 19495 10957 24852 24186 22882 11076 27548 31612 15522 49326 32636 11492 7295 47990 8228 19734 47141 36316 49520 31102 48988
308623,13176 27845
448573,41787 37710 17122 46562 6184 15772
498386,47209 35649 43394 21903
2571980,18135 35176 15290 26949 22935 16349 47766 19820 24852 8518 21616 5373 26369
617635,25146 24852 16797 19068 41787 47766 28204 29615
530433,24024 31694 33129
271614,26317 18811 1907 21162 18176 27695 27845 21137 4957 36036 18094 47209 8277
1221034,14947 22416 44632 5785 27086 12392 20119 21709 26620 35221 16136 45603 7521 46820 36011 35504
3096695,20463 13176 24852 28427
1571125,34024 48370 48041 16234
2192790,44359 24964 17948 41950 21903 12341 30391 13176 3952 2643 28476
2674726,9076 16797 24852
3017288,8430 6667 32156 30696 16066 48370 43815 3873 26651 15613 34047 14104 2616 365
97421,18926
660340,24852 28204 4920 19660 5479 46906 9018 16797
2383989,16797 23763 14211 31725 10032 15976 46575 3919 26030 10749 49517 35921 33845 49098 32331 287 24852 43295 10374 5013 17562 29628 19627 45680 47888 25978 17316 25146 21938
1961495,24852 15780 40795
2926923,49191 26620 44570
2543739,47931
3000231,5077 24852 47766 5025 29553 6046 2240 43772 37646 26939
1851941,24852 25872 12658 13889
486908,35556 3038 32691 27885 23082 2120 41276
342350,4210 6522 19511 19348 5450
1577336,36865 45007 24852 19348 28465 13949 17706 21903 28289 21846
1142963,27985 2229 17334 24852 30371 43500 44548
2643810,9550 24852 21903 47209 24838
571888,38293 4920 45007 5785 21137 27845 5450 31236 30233 13176 44910 40706 46969 42265 22035
118042,28985 28156
2422832,None
2230781,35470
1105921,42828 35989 22220 47626 4799 13176 8277 10369 24288 35547 34262 38473 27966 6173 47766 24852 45763 16759 14904 22035
175073,45504 5818 28156 46435 27845 43875 4451 20561 18926 47087 13187 26346 10673 35921 21019 26209
1246687,None
2897090,32303 13424 9387 37215 41400 17122 13176 46061 10258 38928 6184 3798 32455 11759 18811 46562
2751180,37158 41970 2825 38777 41165 17600 34974 24834 12341 30391 26790 17630 10369 48395
1911500,9827 23909 6846
1434419,17461 35078 9058
172717,33198 3529 6052 24852 14446 287
1081364,43352 29223 3798 47788 6758 21292 8571 8048 4920 33768 31805 19691 32689
3362937,13176 5646 27086 4781 36550 24964 27521 38383 21903 47766 24852 32655
1380938,27966 13176 8277 44008 47209 29785 21137 27845
667304,24852 21137
2161939,15153 42183
1950299,162 39180 8381 30489 27845 33000 43122 12798 17949 24184
689342,19087 32566 41901
2637003,29345 21344 41729 41120 28842 45832 12720 44632 35221 40592 24852 21709 5782
77372,24852
2567834,8518 22178 42701 28934 1571 26842 24952 35065 14086 27966 36724 39275 37552 13176 45368 20842 21903 4367 8021 30290 28849 8615 3376 42931 42265 21137 21413
1985215,47766 18531 42724
3356057,20995 28278 41983 17795 37646 12320 13176 45445 5479 4920
1006090,None
664038,46817 32644 40571 4697 15518 47144 33791 42252 5947 44475 16301 33548 26251 44156
3260935,5876 7753 45948 26105 6532 47209 40180 1215 3583 36164 21137 14376 32276 27044 9598 31506 42265 21616 46802 45007 6347 39275 24489 19660 5785 4600 30406 44359 30949 28934
1234460,20082 13176 19354 39993 1511 39275
3162423,31116 10312 28199 23909
1630323,28985 3682 24852
2074577,4942 6532
1702467,21526 19182 33929 47626 14924 30089 28156 24010 4472 40706 25272 24035 35221 13176 41057 7371 32653 48679 6046 7177 26165 43352
2483698,13176 12456 32486 18523 49583 27639 17461 36216 35503 27845
1672238,40120 4724 29223 26914
2068639,None
1028039,28250 15885 41950 22935 10132 13598 13176 35951 29027 260 49416 20015 21019 21903 16759 45007 42701 21137 19862 23029 22993 2086 46049 43218 44359 22035 27966 38691 25753 23044 18891
887842,20995 45763 33120 24082 25720 13176 21295
941843,47209 26209 29307 11182 47144 36011 17668 30233 8414 3952 48364 47766
3137516,41149 4605 47766 46979 26620 47156 44632 24852 21910 45066 44334 45007 26209 48679 22935 8193 21137
2373337,47209 20380 9595 25653
3138736,20082 45290 38192 35762 24852 43277 40376 9076 11826 41453
2277305,13176 1446 16136 22883 9146 41950
2217250,41960
302254,31964 40454 5819 27275 22290 11034 34789
1818279,28021 21903 23054 17725 27288 39877 7175 39619 27966 16848 24561 18849 45123 15981 6187 32864 40386 42265 2979 26369 17835 44910
95557,19057 22035 1463 27104 42585 26209 9825 14267 21903 24852 28985 35951 17706 27521 17284 43122 21137
3130521,6104 42828 33731 27966 27845 5077 22935 13176 46667 3952 27104 21903 25256 8174 21137 36550
3202221,17630 21137 24852 39911 45364 11130 46979 9637 49215 4793 7781 13629 21927
2481572,1752 49030
1815841,27845 13176 44375
2683205,None
720677,13176 12341 25017 42265 19348 16974 39275 21903 42392 43692 37250
1944353,31683 39862 10673 24838 47242
412648,9387 49235 19013 24852
2087870,21903 33147
1473859,2611 27845 24852 47626 12614 9507 47766
1290479,27531
241296,13176 17183 33198 42903 32781 42442 17758 36189 23737 19125 40063 42669 43432 19354 43295 20738 33572 11129
143788,21386 19057 46969 26165 33911
1310817,39877 47766 21903 29926 13819 9351 24852 24838 38739 36076 9550 37766
356812,47766 22476
2547709,24838 48800 44042 13802 10070 47611
2040494,35045
2011148,43504 26209 8859 1511 10895 15902 32433 27548 39928 14553 45066 21955 40396 30442 27695 16797 33120 24852 48230 4451 22035 4793 29674 29691 47759 6468 38274 9366 1364
1822269,24852 6361 27845
1741400,26209 8021 15008 5785 6187 6210
2137938,47626 47766 35951 13176 39275
2223750,19508 47766 10831 36082 27156 10749 39619 16083 35547 41950 47626 4605 8518 19678 45007 21903 48679 24964 40706 45504 39928 260 39877 39275 41690
352762,6291 13176 32345
1962251,13176 31985 16797 21386 4724 12341 21288 39534 42803 21292 43352
1531280,33731 4957 31611 35503 22035 3283 7963 19006 42736 33754
1223844,21775 27845 40706
2926217,21903 19548 29622 45007 8368 8362 18465 21982 13176 8277 35535 24489 31948 40725
1564718,4097 39190 22367 26604 16797 17284 22825 46969 1203 30489 43662 13263 24799 45066 24852 24954 28465 47912 32747 27966 5450 18362 47087 28204 36865 25340 29752
1214501,21903
1558946,17581 6825 23763 24852 27629
1214204,47766 48679 31343
1391140,46479 7103 24852
889309,19168 11709 34202 5438 39921 40174 16290 9387 8479 43772 13944 24129 5711 36849
2880607,21137 1103 7559 48287 26940 18232 8518 30391 13176 48679 3952 48946 34530 4799 21903 42265 9366 36011
1328557,39877 27966 49075 37067 47766 21938 48230 8174
1852316,49235 47521 30391 27966 24852 39527 6532 4799 10749 19006 41165 10292 12252 12545 38777 9018 35628 44765 4421 34163 34213 31257 11440 17652 10070 10385 34448 7350 48395 25146 21137 17600 14881 35078 14678 37646 29603 18232
1706209,21903 33120 21386 47209 44632
2418990,42585 17331 47258 26010 36554 18352 37067 25659 35887 27730 32828
1419450,9387
1605826,48805 43632 23888 42252 36551 2240 46023 37066 42460 30376 31981 32569 14146 48808
3175475,25804 47144 46842 17341 10473
1300743,5782 33257 27288 9009 39275 46510 29166 36310 38548 23037 3298
692996,37147 34969 2078 26209 37053 7156 37687 2846 1529 8174 46802 43295 12545 44683 47209 45 22247 21903
1561816,40287 47672 9002 6182
652032,432 17489 24852
1489950,14399
3374675,48131 26534
3115068,21137 13176 21903 27845 10326 6184
1456160,14633 45741 8277 47672 27845 39121 38383
2107310,30169 27966 43295 42265 5876 8518 21137 13176 10749 33352 19057 47209
716221,35336 38768 12341 12732 18811 11266 6184
1814983,27966 25691 33129 28196 25332 17317 27360 13176 5077 39408 18721 38400 42333 36227 14999 33626 43961 15860 3265 48192 43973 42460 17616
1365086,10912 41787 46476 13834 27086 23909 28204 39491 24852 2240 13870 29615 44042 6046 35199 34234
2465355,17224 45007 47766 27104 12980
2829142,2295 15290 13176
3073448,None
450635,2120
162102,36735 7521 21903 38772 23953 2386 11576 24852
3088781,22610
2499883,38928 3298 22802 18023 11266
2741775,None
3369550,26604 43352 46906 5450 28842 47766 49098 4605 37065 48205 29852 8193
235543,42736 9839 42701 11068 1891 12409 24964 27845
266258,18465 19057 37840 6948 28132 36522 27509 21903 26751 43394 27845 24852 21267 21137 41787 40310
1683392,49026 24838 30391
1031464,30391 12204 32691 7314 47626 5578 13176 33731 33000 41787 17795 329 17334 41165 6104 31605 27966 40604 16185 48848 31727
616144,5077 20463 3296 45 4879 46676 15155 21709 43961 41771 40997 13225 36956
2228965,31981 40723 20899 2091 19019
990968,39113 2078 47912 21903 13176 36406 35221 38689
1737669,19057 43295 36695 21103 40706 7379
1935604,42803
3094978,None
632960,13176 9387 6187 21293 27323 9623 7736 42490 40236 7274 33228 27388 38540 38817 48779 5385 5097 38470 41602 34886 22509 40348 40680 43772
1112255,20114 25890 28849 38293 21137 5876 13176 22935 47766 40706
1698249,45788 46979 7948 26209
248504,21903 11481 40545
3270320,27671 1463 39475 47209 5063 30233 27966 33198
90110,47626 4605
1408920,15462 39275 21903 13176 27845 40068
2795084,43352 16797 39982 28441 3919 46522 14493 31981 459
1865781,18465 39180 22959 24852 21903
174985,23909 4210 5450 19078 15483 45190 18394 4895 24852 17341 1181 44514 23313 11869
830189,21137 31717
2173908,None
1914140,21903 9989 30233 42585 26800 9020 35750 24852 47209 41950 26384 40571 45007 24082 43295 28204 33438 30169 34347 18891
2681786,17545 27796 35527 15613 4210 46842 14826
2282844,25340 5785 13176 22935 29487 13475
540793,20842 37262 277 14218
2902574,27521 22935 28331
800141,10106
2437753,49235 11212 12820 32566 39877 44359 31766 14651 22035 43122 13176 24413 41065 40706 9839 48679 21137 22935 22395 24964
1880317,None
2733140,None
456155,22935 49520 5212 47209 3599 17461 27966 48057 8809 18465 10246 38274 19731 44479 24799 14947 45066 18883 13292 9076 21137 34262 43122 15872
3332177,24852 28204
1135976,45840 27845 27086 27966 21137 35628 13176 31717 26369
1704565,31001 26165 43086 38890 46087 41844 6182 47766 19820 33787 33754 24852 30489 21019 16345 49683
2654021,46650 15613 5422 31608 47209 21616 941 43768 49577 5785
2799410,8424 21903 24852 8309 24799 2361 47626 33055
2278834,47209 2966 27104 27845 28985 15290 37524 9839 24964 34530
201074,24852 16611 12496 33000 21384 46088 3800
2444432,21137 8174 44642 37276 44622 20754 9779 33957 13819 36561 38159 41319 13176 2386 46906 44866 27278 11782 10005 19625 1935 42987 4473 6975 28204
2936729,14161 44632 21137 20015 24852 11520 26209 4920 11777 40174 39877
2070729,32747 24838 12016 17429 31338 25890 14084 11712 26940 21616 21903 2962
1780720,24535 13176 4210
1930993,47626 11520 47766 13176 24838 8277 36216 21137 37067
2401520,38689 18382 1891 2086 46990 39180 8021 35361 27086 13870 35108 26384 14446 32691 45679 40032
1419334,27966 48370 29778 31847 20914 37066 33819
598061,10581 13249 35221 28745
1050424,30233 45066 24852 31461 38250 6948 7315 28849 49175
